,USDA Symbol,URLS,COUNT,Source,Scientific Name,Common Name,String
306,EUDI16,"https://archewild.com/, https://bbgardens.org/, https://bhwp.org/grow/native-plant-nursery/, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.goodhostplants.com/plant-availability/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",15,"Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Good Host Plants Philly, GroWild, Hungry Hook Bainbridge, Overhill Gardens, Redbud Media, Superior Trees, Tait Farm",Eurybia divaricata,White Wood Aster,"White Wood Aster (Eurybia divaricata): Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Good Host Plants Philly, GroWild, Hungry Hook Bainbridge, Overhill Gardens, Redbud Media, Superior Trees, Tait Farm"
307,EUDU6,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://edgeofthewoodsnursery.com/, https://www.goodhostplants.com/plant-availability/",4,"Archewild Quakertown, Bowman's New Hope, Edge of the Woods Orefield, Good Host Plants Philly",Eutrochium dubium,Coastal Plain Joe Pye Weed,"Coastal Plain Joe Pye Weed (Eutrochium dubium): Archewild Quakertown, Bowman's New Hope, Edge of the Woods Orefield, Good Host Plants Philly"
308,EUFI14,"https://archewild.com/, https://bbgardens.org/, https://bhwp.org/grow/native-plant-nursery/, http://www.butterflyoasis.net/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, https://hilltophollowfarm.com/, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, www.facebook.com/recreativenatives/, https://redbudnative.com/, http://ruffnermountain.org/, http://www.superiortrees.net",18,"Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, Butterfly Oasis Lancaster, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hilltop Hollow Farm, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Recreative Natives, Redbud Media, Ruffner Mountain Nature Preserve, Superior Trees",Eutrochium fistulosum,Joe Pye Weed,"Joe Pye Weed (Eutrochium fistulosum): Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, Butterfly Oasis Lancaster, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hilltop Hollow Farm, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Recreative Natives, Redbud Media, Ruffner Mountain Nature Preserve, Superior Trees"
309,EUGR5,"https://archewild.com/, http://www.hungryhookfarm.com/, http://www.perennialgardens.name, https://redbudnative.com/",4,"Archewild Quakertown, Hungry Hook Bainbridge, Perennial Gardens New Bloomfield, Redbud Media",Euthamia graminifolia,Flat-Top Goldentop,"Flat-Top Goldentop (Euthamia graminifolia): Archewild Quakertown, Hungry Hook Bainbridge, Perennial Gardens New Bloomfield, Redbud Media"
310,EUHY,"https://www.ginosnursery.com/, https://redbudnative.com/",2,"Gino's Newtown, Redbud Media",Eupatorium hyssopifolium,Hyssopleaf Thoroughwort,"Hyssopleaf Thoroughwort (Eupatorium hyssopifolium): Gino's Newtown, Redbud Media"
311,EUMA27,"https://archewild.com/, https://edgeofthewoodsnursery.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/",5,"Archewild Quakertown, Edge of the Woods Orefield, GroWild, Overhill Gardens, Redbud Media",Eurybia macrophylla,Bigleaf Aster,"Bigleaf Aster (Eurybia macrophylla): Archewild Quakertown, Edge of the Woods Orefield, GroWild, Overhill Gardens, Redbud Media"
312,EUMA9,"https://archewild.com/, https://bbgardens.org/, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, www.facebook.com/recreativenatives/, https://redbudnative.com/",6,"Archewild Quakertown, Birmingham Botanical Gardens, Hungry Hook Bainbridge, Keystone Robesonia, Recreative Natives, Redbud Media",Eutrochium maculatum,Spotted Joe Pye Weed,"Spotted Joe Pye Weed (Eutrochium maculatum): Archewild Quakertown, Birmingham Botanical Gardens, Hungry Hook Bainbridge, Keystone Robesonia, Recreative Natives, Redbud Media"
313,EUOB8,https://edgeofthewoodsnursery.com/,1,Edge of the Woods Orefield,Euonymus obovatus,Running Strawberry Bush,Running Strawberry Bush (Euonymus obovatus): Edge of the Woods Orefield
314,EUPE3,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, http://www.butterflyoasis.net/, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.goodhostplants.com/plant-availability/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, www.facebook.com/recreativenatives/, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",15,"Archewild Quakertown, Bowman's New Hope, Butterfly Oasis Lancaster, Diakon Boiling Springs, Edge of the Woods Orefield, Friendship Farms Latrobe, Gino's Newtown, Good Host Plants Philly, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Recreative Natives, Redbud Media, Tait Farm",Eupatorium perfoliatum,Common Boneset,"Common Boneset (Eupatorium perfoliatum): Archewild Quakertown, Bowman's New Hope, Butterfly Oasis Lancaster, Diakon Boiling Springs, Edge of the Woods Orefield, Friendship Farms Latrobe, Gino's Newtown, Good Host Plants Philly, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Recreative Natives, Redbud Media, Tait Farm"
315,EUPU21,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://edgeofthewoodsnursery.com/, https://hilltophollowfarm.com/, http://www.hungryhookfarm.com/, https://www.taitfarmfoodslocal.com",6,"Archewild Quakertown, Bowman's New Hope, Edge of the Woods Orefield, Hilltop Hollow Farm, Hungry Hook Bainbridge, Tait Farm",Eutrochium purpureum,Sweetscented Joe Pye Weed,"Sweetscented Joe Pye Weed (Eutrochium purpureum): Archewild Quakertown, Bowman's New Hope, Edge of the Woods Orefield, Hilltop Hollow Farm, Hungry Hook Bainbridge, Tait Farm"
316,EURO4,http://www.hungryhookfarm.com/,1,Hungry Hook Bainbridge,Eupatorium rotundifolium,Roundleaf Thoroughwort,Roundleaf Thoroughwort (Eupatorium rotundifolium): Hungry Hook Bainbridge
317,EUSE3,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, https://www.taitfarmfoodslocal.com",3,"GroWild, Overhill Gardens, Tait Farm",Eupatorium sessilifolium,Upland Boneset,"Upland Boneset (Eupatorium sessilifolium): GroWild, Overhill Gardens, Tait Farm"
318,FAGR,"https://arcadianatives.com/, https://archewild.com/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, http://www.hungryhookfarm.com/, https://www.musserforests.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://www.superiortrees.net, https://thurlowtreenursery.com/",14,"Arcadia Natives Washington, Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Friendship Farms Latrobe, Gino's Newtown, GroWild, Heartwood Felton, Hungry Hook Bainbridge, Musser Forests Indiana, Overhill Gardens, Redbud Media, Superior Trees, Thurlow Tree Nursery",Fagus grandifolia,American Beech,"American Beech (Fagus grandifolia): Arcadia Natives Washington, Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Friendship Farms Latrobe, Gino's Newtown, GroWild, Heartwood Felton, Hungry Hook Bainbridge, Musser Forests Indiana, Overhill Gardens, Redbud Media, Superior Trees, Thurlow Tree Nursery"
319,FOGA,"https://archewild.com/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, https://www.overhillgardens.com/native-plants.html, www.facebook.com/recreativenatives/",8,"Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Gino's Newtown, GroWild, Heartwood Felton, Overhill Gardens, Recreative Natives",Fothergilla gardenii,Dwarf Witchalder,"Dwarf Witchalder (Fothergilla gardenii): Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Gino's Newtown, GroWild, Heartwood Felton, Overhill Gardens, Recreative Natives"
320,FOMA,https://www.gonativetrees.com/,1,Go Native Trees,Fothergilla major,Mountain Witchalder,Mountain Witchalder (Fothergilla major): Go Native Trees
321,FRAM2,"http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.gonativetrees.com/, http://www.superiortrees.net",3,"Friendship Farms Latrobe, Go Native Trees, Superior Trees",Fraxinus americana,White Ash,"White Ash (Fraxinus americana): Friendship Farms Latrobe, Go Native Trees, Superior Trees"
322,FRAN,"https://bhwp.org/grow/native-plant-nursery/, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.hannasgardenshop.com/, http://www.hungryhookfarm.com/, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com, http://www.wildlifegroup.com",14,"Bowman's New Hope, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Gino's Newtown, Go Native Trees, GroWild, Hanna's Garden Shop, Hungry Hook Bainbridge, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm, The Wildlife Group",Fragaria Ã—ananassa,Strawberry,"Strawberry (Fragaria Ã—ananassa): Bowman's New Hope, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Gino's Newtown, Go Native Trees, GroWild, Hanna's Garden Shop, Hungry Hook Bainbridge, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm, The Wildlife Group"
323,FRCA3,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Fraxinus caroliniana,Carolina Ash,"Carolina Ash (Fraxinus caroliniana): GroWild, Overhill Gardens"
324,FRPE,"http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.musserforests.com/, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net",6,"Friendship Farms Latrobe, Go Native Trees, GroWild, Musser Forests Indiana, Overhill Gardens, Superior Trees",Fraxinus pennsylvanica,Green Ash,"Green Ash (Fraxinus pennsylvanica): Friendship Farms Latrobe, Go Native Trees, GroWild, Musser Forests Indiana, Overhill Gardens, Superior Trees"
325,FRQU,"https://www.gonativetrees.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",3,"Go Native Trees, GroWild, Overhill Gardens",Fraxinus quadrangulata,Blue Ash,"Blue Ash (Fraxinus quadrangulata): Go Native Trees, GroWild, Overhill Gardens"
326,FRVI,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",8,"Archewild Quakertown, Bowman's New Hope, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Overhill Gardens, Superior Trees, Tait Farm",Fragaria virginiana,Virginia Strawberry,"Virginia Strawberry (Fragaria virginiana): Archewild Quakertown, Bowman's New Hope, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Overhill Gardens, Superior Trees, Tait Farm"
327,GAAR,"http://foxhillgardens.com, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",3,"Fox Hill Gardens, GroWild, Overhill Gardens",Gaillardia aristata,Blanketflower,"Blanketflower (Gaillardia aristata): Fox Hill Gardens, GroWild, Overhill Gardens"
328,GABA,https://www.gonativetrees.com/,1,Go Native Trees,Gaylussacia baccata,Black Huckleberry,Black Huckleberry (Gaylussacia baccata): Go Native Trees
329,GABI2,https://www.taitfarmfoodslocal.com,1,Tait Farm,Gaura biennis,Biennial Beeblossom,Biennial Beeblossom (Gaura biennis): Tait Farm
330,GALI2,"http://foxhillgardens.com, https://www.northbrooknatives.com/",2,"Fox Hill Gardens, Northbrook Natives Kennet Square",Gaura lindheimeri,Lindheimer'S Beeblossom,"Lindheimer'S Beeblossom (Gaura lindheimeri): Fox Hill Gardens, Northbrook Natives Kennet Square"
331,GALO3,www.facebook.com/recreativenatives/,1,Recreative Natives,Gaura longiflora,Longflower Beeblossom,Longflower Beeblossom (Gaura longiflora): Recreative Natives
332,GAPR2,"https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.ginosnursery.com/, https://www.heartwoodnurseryinc.com",3,"David Brothers Norristown, Gino's Newtown, Heartwood Felton",Gaultheria procumbens,Eastern Teaberry,"Eastern Teaberry (Gaultheria procumbens): David Brothers Norristown, Gino's Newtown, Heartwood Felton"
333,GAPU,http://www.superiortrees.net,1,Superior Trees,Gaillardia pulchella,Blanketflower,Blanketflower (Gaillardia pulchella): Superior Trees
334,GEAL4,https://www.taitfarmfoodslocal.com,1,Tait Farm,Gentiana alba,Plain Gentian,Plain Gentian (Gentiana alba): Tait Farm
335,GEAN,"https://www.diakon.org/wilderness-greenhouse/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",8,"Diakon Boiling Springs, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm",Gentiana andrewsii,Bottle Gentian,"Bottle Gentian (Gentiana andrewsii): Diakon Boiling Springs, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm"
336,GECL,"https://www.diakon.org/wilderness-greenhouse/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",8,"Diakon Boiling Springs, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm",Gentiana clausa,Bottle Gentian,"Bottle Gentian (Gentiana clausa): Diakon Boiling Springs, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm"
337,GEMA,"https://archewild.com/, https://bbgardens.org/, https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.diakon.org/wilderness-greenhouse/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.keystonewildflowers.com/, https://www.northbrooknatives.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",15,"Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, David Brothers Norristown, Diakon Boiling Springs, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Keystone Robesonia, Northbrook Natives Kennet Square, Overhill Gardens, Perennial Gardens New Bloomfield, Redbud Media, Tait Farm",Geranium maculatum,Wild Geranium,"Wild Geranium (Geranium maculatum): Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, David Brothers Norristown, Diakon Boiling Springs, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Keystone Robesonia, Northbrook Natives Kennet Square, Overhill Gardens, Perennial Gardens New Bloomfield, Redbud Media, Tait Farm"
338,GERA4,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Gelsemium rankinii,Rankin'S Trumpetflower,"Rankin'S Trumpetflower (Gelsemium rankinii): GroWild, Overhill Gardens"
339,GESE,"www.facebook.com/recreativenatives/, http://ruffnermountain.org/, http://www.superiortrees.net",3,"Recreative Natives, Ruffner Mountain Nature Preserve, Superior Trees",Gelsemium sempervirens,Evening Trumpetflower,"Evening Trumpetflower (Gelsemium sempervirens): Recreative Natives, Ruffner Mountain Nature Preserve, Superior Trees"
340,GETR,https://www.keystonewildflowers.com/,1,Keystone Robesonia,Geum triflorum,Old Man'S Whiskers,Old Man'S Whiskers (Geum triflorum): Keystone Robesonia
